% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.287602554e+01 -9.171239745e+02 -9.171239745e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
20 0 +8.182250252e+01 -9.181774975e+02 -9.181774975e+02 -2.8403e+00 -3.3707e+00 -4.2570e+00 +2.0923e+00 -3.8857e+00 +4.1464e+00 +1.4120e+00 -4.9085e+00 -8.3529e-01 +1.2687e+00 +6.0545e-01 +4.5169e+00 +3.5264e+00 -4.8477e+00 -9.2981e-01 +3.0541e+00 +3.5004e+00 +4.1103e+00 +1.1825e+00 +3.1697e+00
36 0 +7.809964293e+01 -9.219003571e+02 -9.219003571e+02 +2.5956e+00 -9.4401e-01 +3.9336e+00 -2.4306e+00 +4.7619e+00 -4.9092e+00 -9.1967e-01 +9.2962e-01 -7.8574e-01 +2.5572e+00 +1.8990e+00 +2.6094e+00 -6.4134e-01 +4.6067e+00 +3.5586e+00 -3.4796e+00 -2.3381e+00 +3.9854e+00 -1.1477e+00 +2.6762e+00
125 0 +7.673442861e+01 -9.232655714e+02 -9.232655714e+02 -2.0000e+00 -3.0000e+00 +2.0000e+00 -4.0000e+00 +2.0000e+00 -2.0000e+00 +0.0000e+00 -4.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +2.0000e+00 +1.0000e+00 +3.0000e+00 +4.0000e+00 +0.0000e+00 +3.0000e+00 +1.0000e+00 +0.0000e+00 -3.0000e+00
135 0 +7.539099984e+01 -9.246090002e+02 -9.246090002e+02 +2.0000e+00 +4.0000e+00 +2.0000e+00 +2.0000e+00 -2.0000e+00 +3.0000e+00 +2.0000e+00 +1.0000e+00 -2.0000e+00 +3.0000e+00 +2.0000e+00 +2.0000e+00 +1.0000e+00 -4.0000e+00 +0.0000e+00 +2.0000e+00 +1.0000e+00 +1.0000e+00 -2.0000e+00 -1.0000e+00
186 0 +7.288872909e+01 -9.271112709e+02 -9.271112709e+02 +2.0000e+00 +0.0000e+00 +2.0000e+00 -2.0000e+00 +4.0000e+00 -3.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +1.0000e+00 +2.0000e+00 +0.0000e+00 +4.0000e+00 +3.0000e+00 -3.0000e+00 -2.0000e+00 +3.0000e+00 -1.0000e+00 +2.0000e+00
511 0 +7.241190141e+01 -9.275880986e+02 -9.275880986e+02 +2.0000e+00 -1.0000e+00 -1.0000e+00 -1.0000e+00 -2.0000e+00 +0.0000e+00 -3.0000e+00 +3.0000e+00 +4.0000e+00 +1.0000e+00 -1.0000e+00 +2.0000e+00 -2.0000e+00 -1.0000e+00 +0.0000e+00 -1.0000e+00 +3.0000e+00 +2.0000e+00 +0.0000e+00 -2.0000e+00
604 0 +6.904588343e+01 -9.309541166e+02 -9.309541166e+02 +0.0000e+00 -2.0000e+00 +0.0000e+00 -1.0000e+00 +0.0000e+00 -2.0000e+00 -1.0000e+00 -2.0000e+00 +3.0000e+00 +0.0000e+00 +2.0000e+00 -2.0000e+00 +0.0000e+00 -2.0000e+00 -1.0000e+00 -3.0000e+00 -1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
944 0 +5.893530483e+01 -9.410646952e+02 -9.410646952e+02 -5.0000e+00 -3.0000e+00 +1.0000e+00 -2.0000e+00 -2.0000e+00 -2.0000e+00 -2.0000e+00 -3.0000e+00 +3.0000e+00 +3.0000e+00 +2.0000e+00 +0.0000e+00 +1.0000e+00 -2.0000e+00 -2.0000e+00 -2.0000e+00 +0.0000e+00 -2.0000e+00 +0.0000e+00 -4.0000e+00
1007 0 +5.429014130e+01 -9.457098587e+02 -9.457098587e+02 -3.0000e+00 -2.0000e+00 +0.0000e+00 -1.0000e+00 +2.0000e+00 -2.0000e+00 +0.0000e+00 -5.0000e+00 +3.0000e+00 +2.0000e+00 +4.0000e+00 +0.0000e+00 +1.0000e+00 -2.0000e+00 +1.0000e+00 -2.0000e+00 +1.0000e+00 +0.0000e+00 -2.0000e+00 +0.0000e+00
